gene_id,ZT6_Ctl1,ZT6_Ctl2,ZT6_Ctl3,ZT6_SD1,ZT6_SD2,ZT6_SD3
ENSMUSG00000059854|Hydin,11,45,49,24,32,15
ENSMUSG00000010936|Vac14,775,907,1065,816,884,621
ENSMUSG00000090039|Gm15894,0,13,25,5,13,6
ENSMUSG00000031750|Il34,1573,2026,2827,2645,2773,2253
ENSMUSG00000033763|Mtss2,4611,5782,7496,4934,6334,4361
ENSMUSG00000078908|Mon1b,1022,1314,1826,1370,1659,1328
ENSMUSG00000031767|Nudt7,97,100,211,130,120,150
ENSMUSG00000031772|Cntnap4,767,1145,1476,1016,1349,972
ENSMUSG00000053399|Adamts18,35,57,114,103,46,24
ENSMUSG00000046844|Vat1l,1445,1995,2770,1902,2318,1875
ENSMUSG00000110620|Gm45733,17,16,25,14,13,6
ENSMUSG00000034467|Dynlrb2,4,16,26,10,20,11
ENSMUSG00000004637|Wwox,724,793,1147,836,963,655
ENSMUSG00000055435|Maf,1203,970,1704,1197,1523,1029
ENSMUSG00000031753|Cog4,1220,1660,2289,1979,2460,1881
ENSMUSG00000031749|St3gal2,3794,4716,6053,5252,6214,4501
ENSMUSG00000033658|Ddx19b,1706,1794,2582,2280,2745,1942
ENSMUSG00000031960|Aars,6390,6746,9544,7115,8370,7546
ENSMUSG00000033633|Clec18a,211,135,204,192,173,114
ENSMUSG00000033624|Pdpr,961,1134,1461,1099,1088,944
ENSMUSG00000003316|Glg1,9992,9659,13215,8689,11058,9183
ENSMUSG00000033579|Fa2h,660,1209,1851,1064,1480,784
ENSMUSG00000120129,21,8,19,14,39,3
ENSMUSG00000033545|Znrf1,4048,4283,6008,6727,7492,5701
ENSMUSG00000055835|Zfp1,648,750,1010,675,806,691
ENSMUSG00000031955|Bcar1,1483,1706,2450,1905,2197,1503
ENSMUSG00000031951|Tmem231,284,342,489,496,513,344
ENSMUSG00000031949|Adat1,225,168,318,185,283,175
ENSMUSG00000033732|Sf3b3,2903,2624,4080,2859,3703,2890
ENSMUSG00000033703|Fcsk,537,466,810,618,586,460
ENSMUSG00000015023|Ddx19a,1044,1157,1640,1419,1833,1224
ENSMUSG00000084808|9430091E24Rik,54,57,108,52,79,52
ENSMUSG00000033596|Rfwd3,985,1111,1555,1160,1458,1116
ENSMUSG00000031959|Wdr59,1017,1163,1585,1107,1316,1005
ENSMUSG00000031958|Ldhd,510,583,885,593,571,480
ENSMUSG00000031954|Cfdp1,1502,2105,2888,2433,2841,1943
ENSMUSG00000031953|Tmem170,105,130,212,149,195,148
ENSMUSG00000031952|Chst5,25,35,20,20,19,15
ENSMUSG00000031950|Gabarapl2,3083,4189,5674,4221,5237,3901
ENSMUSG00000031948|Kars,1905,2358,3304,2704,3096,2386
ENSMUSG00000033430|Terf2ip,1856,2231,2861,2013,2511,1943
ENSMUSG00000092086|Gm6793,33,31,62,38,56,37
ENSMUSG00000034308|Sdr42e1,186,242,345,187,228,205
ENSMUSG00000014633|Cmc2,230,355,512,711,592,598
ENSMUSG00000031756|Cenpn,29,57,36,39,47,34
ENSMUSG00000034416|Pkd1l2,19,0,17,29,21,0
ENSMUSG00000052557|Gan,916,1052,1408,979,1075,852
ENSMUSG00000031758|Cdyl2,176,206,218,403,408,357
ENSMUSG00000047388|Atmin,3169,3514,4689,4338,4757,3810
ENSMUSG00000031847|1700030J22Rik,264,306,371,352,422,271
ENSMUSG00000034424|Gcsh,1033,1277,1895,1190,1494,1122
ENSMUSG00000121084,86,126,167,93,108,82
ENSMUSG00000031843|Mphosph6,264,357,586,301,397,329
ENSMUSG00000034390|Cmip,6368,7087,8579,8009,8551,7510
ENSMUSG00000121141,3176,3995,5215,3610,4988,4094
ENSMUSG00000034330|Plcg2,132,109,176,112,131,101
ENSMUSG00000045246|Kcng4,284,365,423,572,417,337
ENSMUSG00000031841|Cdh13,1425,2452,3099,1831,2379,1713
ENSMUSG00000023336|Wfdc1,155,268,290,346,399,305
ENSMUSG00000034112|Atp2c2,26,34,75,33,56,18
ENSMUSG00000034105|Meak7,317,366,555,494,513,365
ENSMUSG00000031828|Klhl36,158,168,267,236,214,169
ENSMUSG00000031827|Cotl1,1140,1435,2204,1916,2536,1658
ENSMUSG00000031839|Hsbp1,4827,7193,9527,7325,8367,5966
ENSMUSG00000074063|Osgin1,14,8,16,9,17,10
ENSMUSG00000031835|Mbtps1,2522,3114,4421,2991,3512,2322
ENSMUSG00000034189|Hsdl1,1140,1466,1892,1557,1676,1216
ENSMUSG00000031832|Taf1c,344,277,515,407,401,359
ENSMUSG00000074064|Mlycd,676,840,1126,835,1019,772
ENSMUSG00000031837|Necab2,559,1285,1595,871,1201,806
ENSMUSG00000081378|Rps13-ps4,31,35,79,40,62,30
ENSMUSG00000042812|Foxf1,31,34,36,24,29,29
ENSMUSG00000097336|Fendrr,15,30,33,18,20,0
ENSMUSG00000046714|Foxc2,117,76,101,61,77,88
ENSMUSG00000031816|Mthfsd,977,1180,1534,1240,1407,1047
ENSMUSG00000031826|Usp10,1717,1854,2630,2130,2204,2034
ENSMUSG00000031825|Crispld2,58,107,103,119,109,53
ENSMUSG00000031824|6430548M08Rik,10549,11510,15032,13882,15004,12306
ENSMUSG00000042269|Cibar2,11,0,23,10,16,15
ENSMUSG00000031822|Gse1,1706,1768,2907,2956,3337,2457
ENSMUSG00000031821|Gins2,20,40,53,42,64,28
ENSMUSG00000043687|1190005I06Rik,151,154,264,118,142,151
ENSMUSG00000031819|Emc8,1723,2308,3088,2883,3238,2313
ENSMUSG00000041515|Irf8,153,205,268,135,311,172
ENSMUSG00000031823|Zdhhc7,995,1177,1846,1550,1605,1271
ENSMUSG00000097944|A130014A01Rik,90,98,159,119,142,107
ENSMUSG00000097960|A330074K22Rik,123,133,97,133,117,79
ENSMUSG00000102737|1700016A09Rik,12,20,18,24,33,37
ENSMUSG00000097919|Gm27021,0,33,9,28,50,14
ENSMUSG00000031818|Cox4i1,10518,14306,19814,17086,18854,13997
ENSMUSG00000039079|Trhr2,91,87,83,132,123,81
ENSMUSG00000006519|Cyba,135,141,174,159,240,142
ENSMUSG00000121107|9330133O14Rik,321,352,476,228,292,185
ENSMUSG00000006587|Snai3,10,5,6,14,51,26
ENSMUSG00000006517|Mvd,660,879,1226,617,716,464
ENSMUSG00000017478|Zc3h18,1504,1584,2350,1885,2133,1526
ENSMUSG00000093682|Gm20681,16,15,8,4,16,16
ENSMUSG00000049482|Ctu2,575,545,948,777,663,489
ENSMUSG00000014444|Piezo1,242,249,372,311,303,219
ENSMUSG00000014470|Rnf166,762,822,1303,1355,1397,1020
ENSMUSG00000121195,85,37,88,75,81,63
ENSMUSG00000031812|Map1lc3b,6250,7180,10502,8802,9300,7139
ENSMUSG00000061410|Zcchc14,2624,2765,4061,3386,4017,2724
ENSMUSG00000025318|Jph3,8463,9832,13609,11079,11801,8952
ENSMUSG00000040263|Klhdc4,607,655,973,716,880,685
ENSMUSG00000040010|Slc7a5,2046,2492,3241,2950,3373,2655
ENSMUSG00000025317|Car5a,0,0,14,9,11,13
ENSMUSG00000025316|Banp,638,774,1040,1315,1619,1196
ENSMUSG00000043903|Zfp469,29,44,55,176,45,31
ENSMUSG00000049577|Zfpm1,1365,1389,1846,2099,2159,1770
ENSMUSG00000097783|Gm26747,33,31,58,26,18,16
ENSMUSG00000052934|Fbxo31,4656,5268,7507,6035,6512,5011
ENSMUSG00000098221|Gm27030,33,29,53,25,12,11
ENSMUSG00000110631|Gm42047,108,143,244,50,116,57
ENSMUSG00000074052|BC048644,21,24,11,20,28,14
ENSMUSG00000091952|Gm17709,28,37,48,33,39,48
ENSMUSG00000109957|Gm45353,19,8,17,33,31,15
ENSMUSG00000040220|Gas8,516,622,825,617,818,584
ENSMUSG00000031967|Afg3l1,776,1007,1403,1095,1276,936
ENSMUSG00000031970|Dbndd1,310,489,563,540,508,405
ENSMUSG00000097203|4732419C18Rik,0,10,12,12,13,11
ENSMUSG00000039960|Rhou,1163,1840,2367,1645,1940,1572
ENSMUSG00000031980|Agt,236,221,377,188,499,174
ENSMUSG00000031983|2310022B05Rik,2102,2300,3462,1753,2561,1627
ENSMUSG00000043068|Fam89a,16,21,72,23,29,13
ENSMUSG00000031982|Arv1,154,167,239,157,216,149
ENSMUSG00000037300|Ttc13,899,1120,1496,1056,1232,860
ENSMUSG00000031987|Egln1,3127,3348,4360,4358,5150,3920
ENSMUSG00000036913|Trim67,128,251,256,245,278,169
ENSMUSG00000031984|2810004N23Rik,479,562,918,673,908,713
ENSMUSG00000031985|Gnpat,1754,1923,2753,2143,2448,1865
ENSMUSG00000074030|Exoc8,954,1098,1699,1358,1537,1109
ENSMUSG00000031986|Sprtn,608,693,1054,678,814,650
ENSMUSG00000110706|Gm45709,14,26,27,31,8,5
ENSMUSG00000006585|Cdt1,58,72,109,47,70,62
ENSMUSG00000006589|Aprt,562,656,1076,725,836,604
ENSMUSG00000006362|Cbfa2t3,765,914,1281,1762,1944,1579
ENSMUSG00000000738|Spg7,1589,1763,2581,1890,2040,1534
ENSMUSG00000110537|Gm4316,23,23,36,26,32,22
ENSMUSG00000001062|Vps9d1,1744,1880,2539,1976,1958,1518
ENSMUSG00000001065|Zfp276,537,608,1158,966,942,631
ENSMUSG00000032815|Fanca,52,68,121,67,68,49
ENSMUSG00000010154|Spire2,451,544,795,627,733,488
ENSMUSG00000062380|Tubb3,9101,11037,15456,11268,12689,11366
ENSMUSG00000001482|Def8,1301,1649,2222,2082,2266,1528
ENSMUSG00000121163,11,21,18,6,13,13
ENSMUSG00000015027|Galns,146,177,326,117,110,129
ENSMUSG00000015013|Trappc2l,648,943,1319,918,1177,778
ENSMUSG00000085917|Gm15899,6,12,14,23,15,6
ENSMUSG00000110523|C230057M02Rik,511,553,812,775,929,609
ENSMUSG00000015016|Acsf3,523,541,831,508,633,410
ENSMUSG00000110540|Gm45743,36,30,43,38,20,24
ENSMUSG00000095762|Gm16378,26,28,51,22,44,24
ENSMUSG00000031962|Cdh15,33,55,61,28,47,42
ENSMUSG00000035569|Ankrd11,7585,8314,11433,8877,10814,7637
ENSMUSG00000099881|2810013P06Rik,453,676,1012,523,773,511
ENSMUSG00000000740|Rpl13,6134,8410,12008,9381,11289,7768
ENSMUSG00000034796|Cpne7,746,1053,1860,758,1851,911
ENSMUSG00000000743|Chmp1a,2482,3681,5002,4056,4579,3037
ENSMUSG00000069862|Rps12-ps9,13,12,23,11,9,14
ENSMUSG00000048478|Spata33,160,241,384,276,216,215
ENSMUSG00000033862|Cdk10,1308,1845,2325,1776,1898,1393
ENSMUSG00000033594|Spata2l,1253,1437,2010,1859,2043,1353
ENSMUSG00000097637|4933417D19Rik,32,26,44,40,29,37
ENSMUSG00000001472|Tcf25,19225,21199,29472,23484,26044,21206
ENSMUSG00000031972|Acta1,325,334,485,402,418,368
ENSMUSG00000110615|Gm45890,10,8,19,5,5,10
ENSMUSG00000038697|Taf5l,663,656,1069,842,989,697
ENSMUSG00000089704|Galnt2,2010,2905,3840,2994,3408,2431
ENSMUSG00000050751|Pgbd5,4898,5719,7808,6919,7594,5835
ENSMUSG00000031979|Cog2,872,866,1498,1009,1049,973
ENSMUSG00000019478|Rab4a,925,1120,1530,971,1147,815
ENSMUSG00000085030|2810455O05Rik,303,390,422,334,358,334
ENSMUSG00000031971|Ccsap,2265,2618,3514,2718,2725,2335
ENSMUSG00000083911|Gm4342,8,17,33,36,25,8
ENSMUSG00000110547|Gm29773,25,33,25,11,13,9
ENSMUSG00000039509|Nup133,1184,1207,1685,1140,1484,1055
ENSMUSG00000031974|Abcb10,615,1009,1340,803,1101,742
ENSMUSG00000031976|Urb2,561,481,769,564,731,567
ENSMUSG00000050930|Map10,120,152,282,168,185,130
ENSMUSG00000043051|Disc1,71,61,60,38,55,54
ENSMUSG00000056820|Tsnax,7208,8389,10774,10813,11467,9701
ENSMUSG00000110683|Gm45874,7,5,16,20,10,12
ENSMUSG00000120908,18,13,22,30,29,18
ENSMUSG00000001995|Sipa1l2,1664,1872,2615,2513,2925,2363
ENSMUSG00000031851|Ntpcr,494,699,980,694,691,533
ENSMUSG00000060212|Pcnx2,4092,5031,5978,4625,5160,3874
ENSMUSG00000120218,64,81,109,91,83,50
ENSMUSG00000100812|A730098A19Rik,22,20,17,22,14,15
ENSMUSG00000031853|Map3k21,149,166,291,99,69,62
ENSMUSG00000033998|Kcnk1,3005,3957,5741,4901,5977,4896
ENSMUSG00000110698|Gm45875,4,15,5,10,14,6
ENSMUSG00000051671|Coa6,317,519,773,665,658,477
ENSMUSG00000057060|Slc35f3,976,1201,1709,1576,1879,1448
ENSMUSG00000090290|Tarbp1,299,294,540,286,336,290
ENSMUSG00000051495|Irf2bp2,1004,943,1584,1191,1495,1138
ENSMUSG00000120101,8,18,13,8,13,3
ENSMUSG00000025810|Nrp1,641,755,1288,1058,1341,972
ENSMUSG00000121092,30,68,119,22,77,60
ENSMUSG00000025809|Itgb1,2149,2565,3829,2736,3509,2463
ENSMUSG00000056018|Ccdc7b,8,12,11,5,10,4
ENSMUSG00000094530|Gm21399,19,35,42,22,31,16
ENSMUSG00000071302|2610044O15Rik8,584,645,1056,630,895,601
ENSMUSG00000110605|Gm32856,104,93,136,119,154,101
ENSMUSG00000025812|Pard3,418,546,751,544,775,487
ENSMUSG00000093904|Tomm20,10505,15028,19132,13361,16219,11818
ENSMUSG00000033931|Rbm34,593,789,1165,775,921,641
ENSMUSG00000025899|Alkbh8,1333,1916,2562,1711,2526,1936
ENSMUSG00000025898|Cwf19l2,423,499,817,396,592,490
ENSMUSG00000041624|Gucy1a2,585,585,651,588,745,575
ENSMUSG00000025894|Aasdhppt,698,1018,1441,839,1272,984
ENSMUSG00000025893|Kbtbd3,241,292,369,259,357,224
ENSMUSG00000041124|Msantd4,1825,2531,3543,2775,3724,2520
ENSMUSG00000110644|Gm7390,20,20,34,54,48,24
ENSMUSG00000025888|Casp1,77,66,89,85,103,84
ENSMUSG00000033538|Casp4,9,9,14,12,15,0
ENSMUSG00000025887|Casp12,24,75,73,28,66,40
ENSMUSG00000025892|Gria4,3732,4773,6294,4215,5226,3894
ENSMUSG00000032006|Pdgfd,104,113,209,108,170,143
ENSMUSG00000110887|Cbx3-ps8,8,13,27,12,13,14
ENSMUSG00000050912|Tmem123,421,607,924,456,759,359
ENSMUSG00000074516|Gm10709,21,32,26,21,30,18
ENSMUSG00000057367|Birc2,1128,1554,2065,1429,1871,1314
ENSMUSG00000047193|Dync2h1,1483,1447,2106,1725,2140,1724
ENSMUSG00000032002|Dcun1d5,1126,1480,1997,1401,1965,1442
ENSMUSG00000053070|Cfap300,179,301,377,351,425,361
ENSMUSG00000032000|Birc3,114,189,195,143,177,161
ENSMUSG00000053110|Yap1,697,888,1124,716,1089,744
ENSMUSG00000040729|Cep126,501,637,1043,680,964,714
ENSMUSG00000031997|Trpc6,342,377,741,461,495,381
ENSMUSG00000111602|Gm32014,27,15,32,9,17,20
ENSMUSG00000031870|Pgr,1509,1704,2255,1771,2110,1740
ENSMUSG00000078117|Gm16485,606,704,816,638,790,575
ENSMUSG00000050730|Arhgap42,699,760,987,545,721,530
ENSMUSG00000079083|Jrkl,290,406,647,344,493,419
ENSMUSG00000079084|Ccdc82,817,962,1439,892,1171,875
ENSMUSG00000031925|Maml2,298,270,445,261,315,241
ENSMUSG00000037808|Fam76b,650,669,1122,544,729,516
ENSMUSG00000039488|Cntn5,270,246,349,266,340,273
ENSMUSG00000109590|Gm32710,14,6,6,5,18,11
ENSMUSG00000031922|Cep57,527,644,850,494,758,534
ENSMUSG00000031918|Mtmr2,1663,1974,2838,2098,2511,1914
ENSMUSG00000032009|Sesn3,5537,6319,8088,5446,7821,5633
ENSMUSG00000049307|Fut4,6,16,17,5,13,12
ENSMUSG00000013076|Amotl1,765,908,1276,1166,1437,962
ENSMUSG00000037419|Endod1,2414,3230,4661,3408,4045,2821
ENSMUSG00000053914|Kdm4d,51,99,107,51,31,35
ENSMUSG00000098832|Kdm4dl,34,29,47,13,19,9
ENSMUSG00000004096|Cwc15,1201,1831,2625,1986,2371,1765
ENSMUSG00000031931|Ankrd49,369,531,701,418,535,360
ENSMUSG00000031928|Mre11a,411,508,600,328,649,496
ENSMUSG00000111817|Gm47154,10,11,11,20,14,17
ENSMUSG00000031932|Gpr83,654,830,1198,722,1019,658
ENSMUSG00000031934|Panx1,591,640,869,717,892,683
ENSMUSG00000043885|Slc36a4,2329,3091,4334,2902,3689,2613
ENSMUSG00000090602|Gm5611,12,11,20,9,24,17
ENSMUSG00000031935|Med17,811,930,1417,1143,1340,1026
ENSMUSG00000031938|4931406C07Rik,601,871,1151,568,865,600
ENSMUSG00000031939|Taf1d,637,654,1074,570,792,555
ENSMUSG00000046111|Cep295,1110,1160,1569,845,1125,778
ENSMUSG00000058173|Smco4,23,37,67,48,53,37
ENSMUSG00000031937|Vstm5,323,380,627,460,458,382
ENSMUSG00000074500|Zfp558,42,65,103,27,76,32
ENSMUSG00000043943|Naalad2,23,53,88,33,57,25
ENSMUSG00000001774|Chordc1,1849,2116,3466,2865,5012,3647
ENSMUSG00000074505|Fat3,3082,3425,4707,3166,3946,3004
ENSMUSG00000057551|Zfp317,755,777,1268,885,1136,762
ENSMUSG00000110521|Or7d12-ps1,0,23,17,8,9,14
ENSMUSG00000051118|Or7d10,6,0,73,56,66,56
ENSMUSG00000045519|Zfp560,214,178,401,177,345,232
ENSMUSG00000063108|Zfp26,699,739,1183,596,876,631
ENSMUSG00000059475|Zfp426,902,901,1381,1177,1598,1141
ENSMUSG00000060510|Zfp266,1187,1222,2118,1221,1663,1309
ENSMUSG00000062470|Fbxl12os,88,141,132,105,128,101
ENSMUSG00000066892|Fbxl12,226,246,428,309,331,209
ENSMUSG00000084786|Ubl5,1829,2551,3349,3012,3116,2141
ENSMUSG00000058192|Zfp846,759,838,1345,876,1242,919
ENSMUSG00000111547|Gm48069,19,21,23,18,22,27
ENSMUSG00000031963|Bmper,475,373,597,399,617,386
ENSMUSG00000043659|Npsr1,58,168,176,118,134,104
ENSMUSG00000019066|Rab3d,391,459,677,475,498,369
ENSMUSG00000040146|Rgl3,68,68,112,122,141,75
ENSMUSG00000096981|Gm16845,15,24,22,12,14,22
ENSMUSG00000066839|Ecsit,897,1062,1549,1270,1480,1147
ENSMUSG00000001348|Acp5,0,0,15,23,17,0
ENSMUSG00000040883|Tmem205,328,565,748,543,647,467
ENSMUSG00000006241|Ccdc159,181,172,349,157,229,103
ENSMUSG00000040563|Plppr2,4442,5477,8045,6442,7300,5722
ENSMUSG00000051238|Swsap1,313,445,584,407,507,368
ENSMUSG00000006235|Epor,134,227,301,301,216,167
ENSMUSG00000039632|Odad3,118,150,217,242,183,129
ENSMUSG00000003402|Prkcsh,1652,1797,2653,2224,2849,2150
ENSMUSG00000003410|Elavl3,6385,7909,11312,9121,11049,8525
ENSMUSG00000038895|Zfp653,461,528,891,790,593,664
ENSMUSG00000013822|Elof1,962,1158,1703,1582,1855,1198
ENSMUSG00000010607|Pigyl,433,542,802,737,757,527
ENSMUSG00000066809|Gm10180,15,13,28,21,24,18
ENSMUSG00000057982|Zfp809,263,431,497,359,563,419
ENSMUSG00000036777|Anln,469,910,1341,960,1559,897
ENSMUSG00000036411|9530077C05Rik,221,208,257,262,324,244
ENSMUSG00000032239|Rp9,785,1039,1401,1143,1241,988
ENSMUSG00000035919|Bbs9,497,627,899,610,614,508
ENSMUSG00000061167|Rpl15-ps3,346,515,771,553,679,453
ENSMUSG00000062794|Zfp599,114,159,202,151,197,115
ENSMUSG00000066829|Zfp810,421,596,849,392,458,372
ENSMUSG00000094627|Gm10182,18,28,48,25,33,19
ENSMUSG00000089958|Gm16165,13,20,18,19,13,12
ENSMUSG00000043067|Dpy19l1,4030,5171,7147,5098,6055,4582
ENSMUSG00000100002|Gm29642,26,47,44,23,38,34
ENSMUSG00000008429|Herpud2,1918,2225,2753,1853,2464,1914
ENSMUSG00000032172|Olfm2,4733,4866,6377,5691,5793,4933
ENSMUSG00000004098|Col5a3,46,66,95,46,63,53
ENSMUSG00000004100|Ppan,339,465,671,548,640,440
ENSMUSG00000004099|Dnmt1,1940,1774,2692,2079,2652,2097
ENSMUSG00000043895|S1pr2,70,77,104,101,65,80
ENSMUSG00000003299|Mrpl4,1015,1022,1817,1452,1684,1194
ENSMUSG00000111497|Gm38431,764,1400,1385,1485,2063,964
ENSMUSG00000032175|Tyk2,326,418,603,447,534,361
ENSMUSG00000032177|Pde4a,2862,3548,4735,4934,5373,4148
ENSMUSG00000097439|Gm16754,32,45,62,48,74,36
ENSMUSG00000003308|Keap1,2064,2393,3475,2560,2677,2188
ENSMUSG00000035047|Kri1,410,442,583,466,611,419
ENSMUSG00000096472|Cdkn2d,1137,1561,2421,1833,1774,1393
ENSMUSG00000003309|Ap1m2,32,21,101,28,35,26
ENSMUSG00000057193|Slc44a2,1090,1298,1809,1011,1303,882
ENSMUSG00000032178|Ilf3,2177,2143,3358,2137,2666,1892
ENSMUSG00000002825|Qtrt1,224,245,434,389,412,243
ENSMUSG00000033335|Dnm2,1353,1679,2176,1602,2123,1339
ENSMUSG00000032180|Tmed1,203,374,530,329,324,288
ENSMUSG00000032182|Yipf2,595,710,982,669,781,521
ENSMUSG00000032193|Ldlr,813,896,1265,611,675,519
ENSMUSG00000074476|Spc24,39,36,94,35,57,55
ENSMUSG00000032194|Kank2,387,464,641,398,476,357
ENSMUSG00000032198|Dock6,412,598,822,448,560,299
ENSMUSG00000032171|Pin1,2061,3075,4023,3908,3982,2945
ENSMUSG00000038884|Shfl,1679,1692,2719,1925,2049,1536
ENSMUSG00000038742|Angptl6,114,135,252,153,240,135
ENSMUSG00000070319|Eif3g,1542,1759,2685,2324,2451,1876
ENSMUSG00000037405|Icam1,80,83,105,76,109,63
ENSMUSG00000110790|Gm47079,85,117,182,134,124,120
ENSMUSG00000032174|Icam5,5664,7037,9942,7465,7676,6725
ENSMUSG00000097535|Gm26592,165,251,257,161,238,84
ENSMUSG00000111692|Gm49373,18,16,78,70,118,52
ENSMUSG00000079677|Fdx2,238,359,506,496,440,331
ENSMUSG00000010205|Raver1,376,1,640,2,2,431
ENSMUSG00000019471|Cdc37,3230,4237,6173,5186,5998,4568
ENSMUSG00000045087|S1pr5,352,597,895,540,699,451
ENSMUSG00000002820|Atg4d,1061,1278,2001,1863,1912,1430
ENSMUSG00000110915|Gm36198,11,12,12,19,0,9
ENSMUSG00000097665|Gm16853,15,6,17,5,11,6
ENSMUSG00000032185|Carm1,1928,2347,3095,2466,2775,2343
ENSMUSG00000048429|Timm29,1864,2351,3458,2405,3009,2203
ENSMUSG00000032187|Smarca4,5030,5151,7175,5970,7164,5697
ENSMUSG00000110901|Gm48393,16,28,17,14,13,0
ENSMUSG00000001833|Septin7,14241,20665,27623,17098,24473,18533
ENSMUSG00000036611|Eepd1,680,694,1094,749,803,693
ENSMUSG00000120169,169,228,352,233,273,173
ENSMUSG00000111004|Gm48272,0,1,16,14,16,11
ENSMUSG00000036395|Glb1l2,16,15,44,7,7,7
ENSMUSG00000045994|B3gat1,6525,8697,11156,8932,9999,6877
ENSMUSG00000031990|Jam3,498,779,1218,805,1079,677
ENSMUSG00000111390|Gm48796,205,256,441,343,298,192
ENSMUSG00000031969|Acad8,634,707,1254,690,944,645
ENSMUSG00000035024|Ncapd3,860,1013,1477,783,883,689
ENSMUSG00000035443|Thyn1,836,998,1565,1085,1344,898
ENSMUSG00000031988|Vps26b,3780,4833,6683,5180,6032,4507
ENSMUSG00000034275|Igsf9b,4240,3235,5213,6639,7005,5367
ENSMUSG00000031993|Snx19,2638,2879,3826,2877,3600,2624
ENSMUSG00000032033|Barx2,306,293,309,254,271,213
ENSMUSG00000091639|Gm3756,287,352,513,328,405,297
ENSMUSG00000062257|Opcml,8068,9568,13120,7993,10269,8064
ENSMUSG00000059974|Ntm,10030,11171,14911,10049,13380,10607
ENSMUSG00000032034|Kcnj5,7,35,36,30,15,30
ENSMUSG00000016087|Fli1,79,134,194,101,156,123
ENSMUSG00000032035|Ets1,334,469,619,385,548,330
ENSMUSG00000033453|Adamts15,292,175,287,169,280,140
ENSMUSG00000111673|Gm29724,10,9,14,3,7,12
ENSMUSG00000047412|Zbtb44,696,876,1171,739,853,761
ENSMUSG00000031995|St14,11,20,22,18,17,14
ENSMUSG00000042496|Prdm10,736,954,1261,1033,1259,946
ENSMUSG00000042185|Nfrkb,938,921,1443,872,1005,747
ENSMUSG00000031994|Adamts8,145,138,193,233,233,193
ENSMUSG00000031996|Aplp2,21092,22197,31234,21273,25897,20664
ENSMUSG00000111246|4930517E14Rik,17,42,61,7,17,12
ENSMUSG00000111853|Gm31408,25,34,34,19,9,15
ENSMUSG00000079884|Tmed2b,328,378,610,605,598,480
ENSMUSG00000041444|Arhgap32,20977,21294,25026,16135,18916,15338
ENSMUSG00000038119|Cdon,544,443,725,339,480,318
ENSMUSG00000032103|Pus3,20,24,28,22,32,10
ENSMUSG00000074452|Pate2,13,21,18,13,10,5
ENSMUSG00000032101|Ddx25,1580,1883,2748,1920,2323,1846
ENSMUSG00000050555|Hyls1,526,563,889,569,746,558
ENSMUSG00000032113|Chek1,31,39,48,38,46,24
ENSMUSG00000032036|Kirrel3,1598,1817,2306,1583,1925,1469
ENSMUSG00000032038|St3gal4,550,733,894,613,787,614
ENSMUSG00000070315|4930581F22Rik,134,117,168,87,175,80
ENSMUSG00000032040|Dcps,291,458,583,485,606,413
ENSMUSG00000032041|Tirap,49,104,133,75,117,80
ENSMUSG00000032042|Srpr,1887,2128,3052,2807,3583,2501
ENSMUSG00000039048|Foxred1,759,867,1404,872,1007,756
ENSMUSG00000050471|Fam118b,402,550,688,579,632,550
ENSMUSG00000032044|Rpusd4,174,221,356,280,288,205
ENSMUSG00000032121|Tmem218,558,691,829,694,786,548
ENSMUSG00000111681|Gm47640,14,18,37,5,28,18
ENSMUSG00000032122|Slc37a2,119,134,290,133,172,115
ENSMUSG00000090136|Gm10177,22,33,52,26,61,30
ENSMUSG00000035934|Pknox2,2920,2698,3621,2467,2911,2274
ENSMUSG00000032116|Stt3a,1358,1527,2225,1234,1939,1540
ENSMUSG00000062762|Ei24,2906,3654,4751,3804,4564,3431
ENSMUSG00000032118|Fez1,6079,7812,11734,9167,10726,7365
ENSMUSG00000098985|Gm27219,11,16,14,6,12,16
ENSMUSG00000023186|Vwa5a,499,492,859,551,857,512
ENSMUSG00000111684|Gm8543,16,15,24,17,16,20
ENSMUSG00000038112|AW551984,65,123,156,81,156,72
ENSMUSG00000111504|Gm48284,10,9,22,8,17,5
ENSMUSG00000034303|Ccdc15,70,64,94,30,51,53
ENSMUSG00000032125|Robo4,193,254,292,284,258,271
ENSMUSG00000042138|Msantd2,315,281,549,346,425,310
ENSMUSG00000001946|Esam,343,583,664,643,626,365
ENSMUSG00000001943|Vsig2,403,377,527,508,490,451
ENSMUSG00000001942|Siae,1071,1204,1652,1248,1499,1219
ENSMUSG00000046240|Hepacam,2240,2380,3683,2469,3118,2213
ENSMUSG00000032128|Robo3,987,591,1182,1045,751,619
ENSMUSG00000110993|Gm47963,16,9,28,3,14,2
ENSMUSG00000053310|Nrgn,48902,55523,75425,66475,67345,53441
ENSMUSG00000120926,151,114,204,98,112,59
ENSMUSG00000001948|Spa17,36,70,104,41,70,74
ENSMUSG00000011114|Tbrg1,1352,1646,2222,1677,1909,1412
ENSMUSG00000059252|Tpt1-ps5,31,26,33,21,66,32
ENSMUSG00000025602|Zfp202,119,171,220,130,172,141
ENSMUSG00000040111|Gramd1b,7457,7595,10607,10618,13429,10115
ENSMUSG00000049281|Scn3b,2429,3719,6319,3175,5556,3429
ENSMUSG00000111515|Gm5055,11,16,5,19,24,11
ENSMUSG00000032017|Grik4,606,939,1200,916,946,840
